x,t
3.157316340544696676e+00,-3.050753106615423871e+00
3.163605815326658188e+00,-3.019292128482273796e+00
3.169895290108619701e+00,-2.987831654338627185e+00
3.176184764890581214e+00,-2.956371665507171898e+00
3.182474239672543170e+00,-2.924912144003210646e+00
3.188763714454504683e+00,-2.893453072508943791e+00
3.195053189236466196e+00,-2.861994434348709149e+00
3.201342664018427708e+00,-2.830536213465143724e+00
3.207632138800389221e+00,-2.799078394396231850e+00
3.213921613582350734e+00,-2.767620962253207750e+00
3.220211088364312246e+00,-2.736163902699279227e+00
3.226500563146273759e+00,-2.704707201929144489e+00
3.232790037928235272e+00,-2.673250846649269263e+00
3.239079512710196784e+00,-2.641794824058894875e+00
3.245368987492158297e+00,-2.610339121831757758e+00
3.251658462274119810e+00,-2.578883728098484873e+00
3.257947937056081322e+00,-2.547428631429643708e+00
3.264237411838043279e+00,-2.515973820819422002e+00
3.270526886620004792e+00,-2.484519285669914979e+00
3.276816361401966304e+00,-2.453065015775996116e+00
3.283105836183927817e+00,-2.421611001310747469e+00
3.289395310965889330e+00,-2.390157232811434440e+00
3.295684785747850842e+00,-2.358703701166001920e+00
3.301974260529812355e+00,-2.327250397600066023e+00
3.308263735311773868e+00,-2.295797313664396100e+00
3.314553210093735380e+00,-2.264344441222857718e+00
3.320842684875696893e+00,-2.232891772440801503e+00
3.327132159657658406e+00,-2.201439299773888969e+00
3.333421634439619918e+00,-2.169987015957325127e+00
3.339711109221581431e+00,-2.138534913995499664e+00
3.346000584003543388e+00,-2.107082987152003817e+00
3.352290058785504900e+00,-2.075631228940023831e+00
3.358579533567466413e+00,-2.044179633113087924e+00
3.364869008349427926e+00,-2.012728193656158737e+00
3.371158483131389438e+00,-1.981276904777052650e+00
3.377447957913350951e+00,-1.949825760898182381e+00
3.383737432695312464e+00,-1.918374756648600687e+00
3.390026907477273976e+00,-1.886923886856343380e+00
3.396316382259235489e+00,-1.855473146541054774e+00
3.402605857041197002e+00,-1.824022530906884931e+00
3.408895331823158514e+00,-1.792572035335654235e+00
3.415184806605120027e+00,-1.761121655380266660e+00
3.421474281387081540e+00,-1.729671386758370843e+00
3.427763756169043496e+00,-1.698221225346257413e+00
3.434053230951005009e+00,-1.666771167172975687e+00
3.440342705732966522e+00,-1.635321208414677763e+00
3.446632180514928034e+00,-1.603871345389165093e+00
3.452921655296889547e+00,-1.572421574550641132e+00
3.459211130078851060e+00,-1.540971892484654937e+00
3.465500604860812572e+00,-1.509522295903237499e+00
3.471790079642774085e+00,-1.478072781640214828e+00
3.478079554424735598e+00,-1.446623346646692454e+00
3.484369029206697110e+00,-1.415173987986714899e+00
3.490658503988658623e+00,-1.383724702833077025e+00
3.496947978770620136e+00,-1.352275488463297037e+00
3.503237453552582092e+00,-1.320826342255737806e+00
3.509526928334543605e+00,-1.289377261685866749e+00
